"Tipo","Vol","Nome do produto","Categoria","Tags","Descricao curta","Descricao longa (HTML)","Preco (BRL)","Preco (centavos)","Ciclo de cobranca","Tipo de entrega","Arquivo PDF","ID externo"
"digital","27","Vol. 27 · De Zero a Um — Resumo Leitura Breve","Empreendedorismo","Empreendedorismo; Tecnologia; Inovação; Peter Thiel; Leitura Breve","Resumo editorial de ""De Zero a Um"" (Peter Thiel). 25-39 páginas com tese, capítulos comentados, citações e caderno de leitura.","<h2>Resumo editorial de <em>De Zero a Um</em></h2> <p><strong>Autor:</strong> Peter Thiel<br> <strong>Categoria:</strong> Empreendedorismo · Tecnologia · Inovação<br> <strong>Coleção:</strong> Leitura Breve · Vol. 27</p>  <h3>A tese, em uma frase</h3> <p><em>Cópia leva o mundo de 1 a n. Inovação leva de 0 a 1.</em></p>  <h3>O que você recebe</h3> <ul>   <li>Resumo editorial completo em PDF (formato A4, design minimalista moderno)</li>   <li>Tese central destacada</li>   <li>Capítulos comentados com pontos-chave</li>   <li>Citações em destaque (parede de citações)</li>   <li>Insights e inversões</li>   <li>Aplicação prática (passo a passo)</li>   <li>Cronograma de 4 semanas para implantar as ideias</li>   <li>Caderno de leitura com espaço para anotações</li>   <li>Provocações pessoais para reflexão</li> </ul>  <h3>Para quem é</h3> <ul>   <li>Quem quer entender a essência do livro em uma sessão de leitura</li>   <li>Quem já leu e quer um caderno de revisão</li>   <li>Quem prefere aplicar ideias a apenas ler sobre elas</li> </ul>  <blockquote>""O próximo Bill Gates não vai criar um sistema operacional."" — Peter Thiel</blockquote>  <p>Parte da <strong>Coleção Leitura Breve</strong> — 38 volumes editoriais sobre os bestsellers que mais venderam no Brasil. Cada volume é um caderno completo, pensado para uma única sessão de leitura.</p>","R$ 19,90","1990","","download","Vol_27_zero_a_um.pdf","leitura_breve_vol_27"
"digital","28","Vol. 28 · Tudo é F*da — Resumo Leitura Breve","Filosofia","Filosofia; Esperança; Contraintuitivo; Mark Manson; Leitura Breve","Resumo editorial de ""Tudo é F*da"" (Mark Manson). 25-39 páginas com tese, capítulos comentados, citações e caderno de leitura.","<h2>Resumo editorial de <em>Tudo é F*da</em></h2> <p><strong>Autor:</strong> Mark Manson<br> <strong>Categoria:</strong> Filosofia · Esperança · Contraintuitivo<br> <strong>Coleção:</strong> Leitura Breve · Vol. 28</p>  <h3>A tese, em uma frase</h3> <p><em>Esperança não é virtude — é a substância que nos faz adiar a vida.</em></p>  <h3>O que você recebe</h3> <ul>   <li>Resumo editorial completo em PDF (formato A4, design minimalista moderno)</li>   <li>Tese central destacada</li>   <li>Capítulos comentados com pontos-chave</li>   <li>Citações em destaque (parede de citações)</li>   <li>Insights e inversões</li>   <li>Aplicação prática (passo a passo)</li>   <li>Cronograma de 4 semanas para implantar as ideias</li>   <li>Caderno de leitura com espaço para anotações</li>   <li>Provocações pessoais para reflexão</li> </ul>  <h3>Para quem é</h3> <ul>   <li>Quem quer entender a essência do livro em uma sessão de leitura</li>   <li>Quem já leu e quer um caderno de revisão</li>   <li>Quem prefere aplicar ideias a apenas ler sobre elas</li> </ul>  <blockquote>""Vida é como ler um romance sabendo o final."" — Mark Manson</blockquote>  <p>Parte da <strong>Coleção Leitura Breve</strong> — 38 volumes editoriais sobre os bestsellers que mais venderam no Brasil. Cada volume é um caderno completo, pensado para uma única sessão de leitura.</p>","R$ 19,90","1990","","download","Vol_28_tudo_foda.pdf","leitura_breve_vol_28"
"digital","29","Vol. 29 · O Homem em Busca de Sentido — Resumo Leitura Breve","Logoterapia","Logoterapia; Sobrevivência; Sentido; Viktor Frankl; Leitura Breve","Resumo editorial de ""O Homem em Busca de Sentido"" (Viktor Frankl). 25-39 páginas com tese, capítulos comentados, citações e caderno de leitura.","<h2>Resumo editorial de <em>O Homem em Busca de Sentido</em></h2> <p><strong>Autor:</strong> Viktor Frankl<br> <strong>Categoria:</strong> Logoterapia · Sobrevivência · Sentido<br> <strong>Coleção:</strong> Leitura Breve · Vol. 29</p>  <h3>A tese, em uma frase</h3> <p><em>Quem tem um porquê pode suportar qualquer como.</em></p>  <h3>O que você recebe</h3> <ul>   <li>Resumo editorial completo em PDF (formato A4, design minimalista moderno)</li>   <li>Tese central destacada</li>   <li>Capítulos comentados com pontos-chave</li>   <li>Citações em destaque (parede de citações)</li>   <li>Insights e inversões</li>   <li>Aplicação prática (passo a passo)</li>   <li>Cronograma de 4 semanas para implantar as ideias</li>   <li>Caderno de leitura com espaço para anotações</li>   <li>Provocações pessoais para reflexão</li> </ul>  <h3>Para quem é</h3> <ul>   <li>Quem quer entender a essência do livro em uma sessão de leitura</li>   <li>Quem já leu e quer um caderno de revisão</li>   <li>Quem prefere aplicar ideias a apenas ler sobre elas</li> </ul>  <blockquote>""A última das liberdades humanas é a de escolher a atitude."" — Viktor Frankl</blockquote>  <p>Parte da <strong>Coleção Leitura Breve</strong> — 38 volumes editoriais sobre os bestsellers que mais venderam no Brasil. Cada volume é um caderno completo, pensado para uma única sessão de leitura.</p>","R$ 19,90","1990","","download","Vol_29_busca_sentido.pdf","leitura_breve_vol_29"
"digital","30","Vol. 30 · Vidas Secas — Resumo Leitura Breve","Literatura brasileira","Literatura brasileira; Sertão; Modernismo; Graciliano Ramos; Leitura Breve","Resumo editorial de ""Vidas Secas"" (Graciliano Ramos). 25-39 páginas com tese, capítulos comentados, citações e caderno de leitura.","<h2>Resumo editorial de <em>Vidas Secas</em></h2> <p><strong>Autor:</strong> Graciliano Ramos<br> <strong>Categoria:</strong> Literatura brasileira · Sertão · Modernismo<br> <strong>Coleção:</strong> Leitura Breve · Vol. 30</p>  <h3>A tese, em uma frase</h3> <p><em>Há sofrimentos tão antigos que tomaram a forma de paisagem.</em></p>  <h3>O que você recebe</h3> <ul>   <li>Resumo editorial completo em PDF (formato A4, design minimalista moderno)</li>   <li>Tese central destacada</li>   <li>Capítulos comentados com pontos-chave</li>   <li>Citações em destaque (parede de citações)</li>   <li>Insights e inversões</li>   <li>Aplicação prática (passo a passo)</li>   <li>Cronograma de 4 semanas para implantar as ideias</li>   <li>Caderno de leitura com espaço para anotações</li>   <li>Provocações pessoais para reflexão</li> </ul>  <h3>Para quem é</h3> <ul>   <li>Quem quer entender a essência do livro em uma sessão de leitura</li>   <li>Quem já leu e quer um caderno de revisão</li>   <li>Quem prefere aplicar ideias a apenas ler sobre elas</li> </ul>  <blockquote>""Pareciam mudos. Falavam pouco."" — Graciliano Ramos</blockquote>  <p>Parte da <strong>Coleção Leitura Breve</strong> — 38 volumes editoriais sobre os bestsellers que mais venderam no Brasil. Cada volume é um caderno completo, pensado para uma única sessão de leitura.</p>","R$ 19,90","1990","","download","Vol_30_vidas_secas.pdf","leitura_breve_vol_30"
"digital","31","Vol. 31 · Memórias Póstumas de Brás Cubas — Resumo Leitura Breve","Literatura brasileira","Literatura brasileira; Realismo; Sátira; Machado de Assis; Leitura Breve","Resumo editorial de ""Memórias Póstumas de Brás Cubas"" (Machado de Assis). 25-39 páginas com tese, capítulos comentados, citações e caderno de leitura.","<h2>Resumo editorial de <em>Memórias Póstumas de Brás Cubas</em></h2> <p><strong>Autor:</strong> Machado de Assis<br> <strong>Categoria:</strong> Literatura brasileira · Realismo · Sátira<br> <strong>Coleção:</strong> Leitura Breve · Vol. 31</p>  <h3>A tese, em uma frase</h3> <p><em>A vida é absurda — e o melhor humor sobre ela vem depois da morte.</em></p>  <h3>O que você recebe</h3> <ul>   <li>Resumo editorial completo em PDF (formato A4, design minimalista moderno)</li>   <li>Tese central destacada</li>   <li>Capítulos comentados com pontos-chave</li>   <li>Citações em destaque (parede de citações)</li>   <li>Insights e inversões</li>   <li>Aplicação prática (passo a passo)</li>   <li>Cronograma de 4 semanas para implantar as ideias</li>   <li>Caderno de leitura com espaço para anotações</li>   <li>Provocações pessoais para reflexão</li> </ul>  <h3>Para quem é</h3> <ul>   <li>Quem quer entender a essência do livro em uma sessão de leitura</li>   <li>Quem já leu e quer um caderno de revisão</li>   <li>Quem prefere aplicar ideias a apenas ler sobre elas</li> </ul>  <blockquote>""Não tive filhos, não transmiti a nenhuma criatura o legado da nossa miséria."" — Machado de Assis</blockquote>  <p>Parte da <strong>Coleção Leitura Breve</strong> — 38 volumes editoriais sobre os bestsellers que mais venderam no Brasil. Cada volume é um caderno completo, pensado para uma única sessão de leitura.</p>","R$ 19,90","1990","","download","Vol_31_bras_cubas.pdf","leitura_breve_vol_31"
"digital","32","Vol. 32 · A Hora da Estrela — Resumo Leitura Breve","Literatura brasileira","Literatura brasileira; Modernismo; Solidão; Clarice Lispector; Leitura Breve","Resumo editorial de ""A Hora da Estrela"" (Clarice Lispector). 25-39 páginas com tese, capítulos comentados, citações e caderno de leitura.","<h2>Resumo editorial de <em>A Hora da Estrela</em></h2> <p><strong>Autor:</strong> Clarice Lispector<br> <strong>Categoria:</strong> Literatura brasileira · Modernismo · Solidão<br> <strong>Coleção:</strong> Leitura Breve · Vol. 32</p>  <h3>A tese, em uma frase</h3> <p><em>Existem vidas que ninguém narra.</em></p>  <h3>O que você recebe</h3> <ul>   <li>Resumo editorial completo em PDF (formato A4, design minimalista moderno)</li>   <li>Tese central destacada</li>   <li>Capítulos comentados com pontos-chave</li>   <li>Citações em destaque (parede de citações)</li>   <li>Insights e inversões</li>   <li>Aplicação prática (passo a passo)</li>   <li>Cronograma de 4 semanas para implantar as ideias</li>   <li>Caderno de leitura com espaço para anotações</li>   <li>Provocações pessoais para reflexão</li> </ul>  <h3>Para quem é</h3> <ul>   <li>Quem quer entender a essência do livro em uma sessão de leitura</li>   <li>Quem já leu e quer um caderno de revisão</li>   <li>Quem prefere aplicar ideias a apenas ler sobre elas</li> </ul>  <blockquote>""Quem é mais pobre? Eu, que tenho a palavra, ou ela, que não tem nada?"" — Clarice Lispector</blockquote>  <p>Parte da <strong>Coleção Leitura Breve</strong> — 38 volumes editoriais sobre os bestsellers que mais venderam no Brasil. Cada volume é um caderno completo, pensado para uma única sessão de leitura.</p>","R$ 19,90","1990","","download","Vol_32_hora_estrela.pdf","leitura_breve_vol_32"
"digital","33","Vol. 33 · Quarto de Despejo — Resumo Leitura Breve","Diário","Diário; Favela; Brasil real; Carolina Maria de Jesus; Leitura Breve","Resumo editorial de ""Quarto de Despejo"" (Carolina Maria de Jesus). 25-39 páginas com tese, capítulos comentados, citações e caderno de leitura.","<h2>Resumo editorial de <em>Quarto de Despejo</em></h2> <p><strong>Autor:</strong> Carolina Maria de Jesus<br> <strong>Categoria:</strong> Diário · Favela · Brasil real<br> <strong>Coleção:</strong> Leitura Breve · Vol. 33</p>  <h3>A tese, em uma frase</h3> <p><em>Existe um Brasil que escreve com lápis curto sobre cadernos achados no lixo.</em></p>  <h3>O que você recebe</h3> <ul>   <li>Resumo editorial completo em PDF (formato A4, design minimalista moderno)</li>   <li>Tese central destacada</li>   <li>Capítulos comentados com pontos-chave</li>   <li>Citações em destaque (parede de citações)</li>   <li>Insights e inversões</li>   <li>Aplicação prática (passo a passo)</li>   <li>Cronograma de 4 semanas para implantar as ideias</li>   <li>Caderno de leitura com espaço para anotações</li>   <li>Provocações pessoais para reflexão</li> </ul>  <h3>Para quem é</h3> <ul>   <li>Quem quer entender a essência do livro em uma sessão de leitura</li>   <li>Quem já leu e quer um caderno de revisão</li>   <li>Quem prefere aplicar ideias a apenas ler sobre elas</li> </ul>  <blockquote>""A favela é o quintal onde São Paulo joga o lixo."" — Carolina Maria de Jesus</blockquote>  <p>Parte da <strong>Coleção Leitura Breve</strong> — 38 volumes editoriais sobre os bestsellers que mais venderam no Brasil. Cada volume é um caderno completo, pensado para uma única sessão de leitura.</p>","R$ 19,90","1990","","download","Vol_33_quarto_despejo.pdf","leitura_breve_vol_33"
"digital","34","Vol. 34 · Cem Anos de Solidão — Resumo Leitura Breve","Realismo mágico","Realismo mágico; Saga; América Latina; Gabriel García Márquez; Leitura Breve","Resumo editorial de ""Cem Anos de Solidão"" (Gabriel García Márquez). 25-39 páginas com tese, capítulos comentados, citações e caderno de leitura.","<h2>Resumo editorial de <em>Cem Anos de Solidão</em></h2> <p><strong>Autor:</strong> Gabriel García Márquez<br> <strong>Categoria:</strong> Realismo mágico · Saga · América Latina<br> <strong>Coleção:</strong> Leitura Breve · Vol. 34</p>  <h3>A tese, em uma frase</h3> <p><em>Há famílias condenadas a repetir. Quem nomeia o ciclo, quebra-o.</em></p>  <h3>O que você recebe</h3> <ul>   <li>Resumo editorial completo em PDF (formato A4, design minimalista moderno)</li>   <li>Tese central destacada</li>   <li>Capítulos comentados com pontos-chave</li>   <li>Citações em destaque (parede de citações)</li>   <li>Insights e inversões</li>   <li>Aplicação prática (passo a passo)</li>   <li>Cronograma de 4 semanas para implantar as ideias</li>   <li>Caderno de leitura com espaço para anotações</li>   <li>Provocações pessoais para reflexão</li> </ul>  <h3>Para quem é</h3> <ul>   <li>Quem quer entender a essência do livro em uma sessão de leitura</li>   <li>Quem já leu e quer um caderno de revisão</li>   <li>Quem prefere aplicar ideias a apenas ler sobre elas</li> </ul>  <blockquote>""As estirpes condenadas a cem anos de solidão não têm uma segunda oportunidade."" — Gabriel García Márquez</blockquote>  <p>Parte da <strong>Coleção Leitura Breve</strong> — 38 volumes editoriais sobre os bestsellers que mais venderam no Brasil. Cada volume é um caderno completo, pensado para uma única sessão de leitura.</p>","R$ 19,90","1990","","download","Vol_34_cem_anos.pdf","leitura_breve_vol_34"
"digital","35","Vol. 35 · 1984 — Resumo Leitura Breve","Distopia","Distopia; Vigilância; Poder; George Orwell; Leitura Breve","Resumo editorial de ""1984"" (George Orwell). 25-39 páginas com tese, capítulos comentados, citações e caderno de leitura.","<h2>Resumo editorial de <em>1984</em></h2> <p><strong>Autor:</strong> George Orwell<br> <strong>Categoria:</strong> Distopia · Vigilância · Poder<br> <strong>Coleção:</strong> Leitura Breve · Vol. 35</p>  <h3>A tese, em uma frase</h3> <p><em>A liberdade é poder dizer que dois mais dois são quatro.</em></p>  <h3>O que você recebe</h3> <ul>   <li>Resumo editorial completo em PDF (formato A4, design minimalista moderno)</li>   <li>Tese central destacada</li>   <li>Capítulos comentados com pontos-chave</li>   <li>Citações em destaque (parede de citações)</li>   <li>Insights e inversões</li>   <li>Aplicação prática (passo a passo)</li>   <li>Cronograma de 4 semanas para implantar as ideias</li>   <li>Caderno de leitura com espaço para anotações</li>   <li>Provocações pessoais para reflexão</li> </ul>  <h3>Para quem é</h3> <ul>   <li>Quem quer entender a essência do livro em uma sessão de leitura</li>   <li>Quem já leu e quer um caderno de revisão</li>   <li>Quem prefere aplicar ideias a apenas ler sobre elas</li> </ul>  <blockquote>""Quem controla o passado, controla o futuro."" — George Orwell</blockquote>  <p>Parte da <strong>Coleção Leitura Breve</strong> — 38 volumes editoriais sobre os bestsellers que mais venderam no Brasil. Cada volume é um caderno completo, pensado para uma única sessão de leitura.</p>","R$ 19,90","1990","","download","Vol_35_1984.pdf","leitura_breve_vol_35"
"digital","36","Vol. 36 · O Diário de Anne Frank — Resumo Leitura Breve","Holocausto","Holocausto; Memória; Adolescência; Anne Frank; Leitura Breve","Resumo editorial de ""O Diário de Anne Frank"" (Anne Frank). 25-39 páginas com tese, capítulos comentados, citações e caderno de leitura.","<h2>Resumo editorial de <em>O Diário de Anne Frank</em></h2> <p><strong>Autor:</strong> Anne Frank<br> <strong>Categoria:</strong> Holocausto · Memória · Adolescência<br> <strong>Coleção:</strong> Leitura Breve · Vol. 36</p>  <h3>A tese, em uma frase</h3> <p><em>Humanidade não desaparece — é apagada.</em></p>  <h3>O que você recebe</h3> <ul>   <li>Resumo editorial completo em PDF (formato A4, design minimalista moderno)</li>   <li>Tese central destacada</li>   <li>Capítulos comentados com pontos-chave</li>   <li>Citações em destaque (parede de citações)</li>   <li>Insights e inversões</li>   <li>Aplicação prática (passo a passo)</li>   <li>Cronograma de 4 semanas para implantar as ideias</li>   <li>Caderno de leitura com espaço para anotações</li>   <li>Provocações pessoais para reflexão</li> </ul>  <h3>Para quem é</h3> <ul>   <li>Quem quer entender a essência do livro em uma sessão de leitura</li>   <li>Quem já leu e quer um caderno de revisão</li>   <li>Quem prefere aplicar ideias a apenas ler sobre elas</li> </ul>  <blockquote>""Apesar de tudo, eu ainda acredito que as pessoas são, no fundo, boas."" — Anne Frank</blockquote>  <p>Parte da <strong>Coleção Leitura Breve</strong> — 38 volumes editoriais sobre os bestsellers que mais venderam no Brasil. Cada volume é um caderno completo, pensado para uma única sessão de leitura.</p>","R$ 19,90","1990","","download","Vol_36_anne_frank.pdf","leitura_breve_vol_36"
"digital","37","Vol. 37 · A Revolução dos Bichos — Resumo Leitura Breve","Alegoria","Alegoria; Política; Revolução; George Orwell; Leitura Breve","Resumo editorial de ""A Revolução dos Bichos"" (George Orwell). 25-39 páginas com tese, capítulos comentados, citações e caderno de leitura.","<h2>Resumo editorial de <em>A Revolução dos Bichos</em></h2> <p><strong>Autor:</strong> George Orwell<br> <strong>Categoria:</strong> Alegoria · Política · Revolução<br> <strong>Coleção:</strong> Leitura Breve · Vol. 37</p>  <h3>A tese, em uma frase</h3> <p><em>Toda revolução fala em igualdade enquanto faz; algumas, depois, traduzem 'iguais' por 'mais iguais'.</em></p>  <h3>O que você recebe</h3> <ul>   <li>Resumo editorial completo em PDF (formato A4, design minimalista moderno)</li>   <li>Tese central destacada</li>   <li>Capítulos comentados com pontos-chave</li>   <li>Citações em destaque (parede de citações)</li>   <li>Insights e inversões</li>   <li>Aplicação prática (passo a passo)</li>   <li>Cronograma de 4 semanas para implantar as ideias</li>   <li>Caderno de leitura com espaço para anotações</li>   <li>Provocações pessoais para reflexão</li> </ul>  <h3>Para quem é</h3> <ul>   <li>Quem quer entender a essência do livro em uma sessão de leitura</li>   <li>Quem já leu e quer um caderno de revisão</li>   <li>Quem prefere aplicar ideias a apenas ler sobre elas</li> </ul>  <blockquote>""Todos os animais são iguais. Mas alguns animais são mais iguais que outros."" — George Orwell</blockquote>  <p>Parte da <strong>Coleção Leitura Breve</strong> — 38 volumes editoriais sobre os bestsellers que mais venderam no Brasil. Cada volume é um caderno completo, pensado para uma única sessão de leitura.</p>","R$ 19,90","1990","","download","Vol_37_revolucao_bichos.pdf","leitura_breve_vol_37"
"digital","38","Vol. 38 · Sapiens — Resumo Leitura Breve","História","História; Antropologia; Big history; Yuval Noah Harari; Leitura Breve","Resumo editorial de ""Sapiens"" (Yuval Noah Harari). 25-39 páginas com tese, capítulos comentados, citações e caderno de leitura.","<h2>Resumo editorial de <em>Sapiens</em></h2> <p><strong>Autor:</strong> Yuval Noah Harari<br> <strong>Categoria:</strong> História · Antropologia · Big history<br> <strong>Coleção:</strong> Leitura Breve · Vol. 38</p>  <h3>A tese, em uma frase</h3> <p><em>Sapiens domina o planeta por uma habilidade única: contar histórias em que muita gente acredita ao mesmo tempo.</em></p>  <h3>O que você recebe</h3> <ul>   <li>Resumo editorial completo em PDF (formato A4, design minimalista moderno)</li>   <li>Tese central destacada</li>   <li>Capítulos comentados com pontos-chave</li>   <li>Citações em destaque (parede de citações)</li>   <li>Insights e inversões</li>   <li>Aplicação prática (passo a passo)</li>   <li>Cronograma de 4 semanas para implantar as ideias</li>   <li>Caderno de leitura com espaço para anotações</li>   <li>Provocações pessoais para reflexão</li> </ul>  <h3>Para quem é</h3> <ul>   <li>Quem quer entender a essência do livro em uma sessão de leitura</li>   <li>Quem já leu e quer um caderno de revisão</li>   <li>Quem prefere aplicar ideias a apenas ler sobre elas</li> </ul>  <blockquote>""Há 70 mil anos, sapiens era um primata insignificante."" — Yuval Noah Harari</blockquote>  <p>Parte da <strong>Coleção Leitura Breve</strong> — 38 volumes editoriais sobre os bestsellers que mais venderam no Brasil. Cada volume é um caderno completo, pensado para uma única sessão de leitura.</p>","R$ 19,90","1990","","download","Vol_38_sapiens.pdf","leitura_breve_vol_38"
"subscription","","Assinatura Leitura Breve — Mensal","Assinatura","Assinatura; Coleção completa; Leitura Breve","Acesso a todos os 38 volumes da Coleção Leitura Breve + novos volumes que forem lançados.","<h2>Assinatura Leitura Breve</h2> <p>Acesso completo a <strong>todos os 38 volumes</strong> da Coleção Leitura Breve, mais os novos volumes que forem lançados durante a sua assinatura.</p>  <h3>O que você recebe</h3> <ul>   <li><strong>38 resumos editoriais</strong> em PDF (formato A4 minimalista) dos bestsellers que mais venderam no Brasil</li>   <li><strong>Catálogo completo</strong> com fichas e índice navegável</li>   <li><strong>Novos volumes</strong> incluídos automaticamente enquanto a assinatura estiver ativa</li>   <li><strong>Atualizações</strong> dos volumes existentes (versões revisadas)</li> </ul>  <h3>Coleção atual (38 volumes)</h3> <p>Desenvolvimento pessoal · Negócios · Filosofia · Estoicismo · Literatura brasileira · Literatura mundial · Antropologia · História.</p>  <ul>   <li>Hábitos Atômicos · O Alquimista · A Sutil Arte de Ligar o F*da-Se</li>   <li>O Poder do Hábito · Mindset · O Milagre da Manhã</li>   <li>Pai Rico, Pai Pobre · Os 7 Hábitos · Como Fazer Amigos</li>   <li>Babilônia · O Monge e o Executivo · Inteligência Emocional</li>   <li>Rápido e Devagar · 4 Horas por Semana · Mente Milionária</li>   <li>Dom Casmurro · Capitães da Areia · O Pequeno Príncipe</li>   <li>Comece pelo Porquê · A Coragem de Ser Imperfeito · Essencialismo</li>   <li>Antifrágil · A Arte da Guerra · Meditações · 48 Leis do Poder</li>   <li>Oceano Azul · De Zero a Um · Tudo é F*da</li>   <li>Em Busca de Sentido · Vidas Secas · Brás Cubas</li>   <li>A Hora da Estrela · Quarto de Despejo · Cem Anos de Solidão</li>   <li>1984 · Diário de Anne Frank · A Revolução dos Bichos · Sapiens</li> </ul>  <h3>Como funciona</h3> <ul>   <li>Acesso imediato após a confirmação do pagamento</li>   <li>Cobrança recorrente automática (cartão de crédito)</li>   <li>Cancele a qualquer momento, sem multa</li>   <li>Versão mensal: ideal para experimentar</li>   <li>Versão anual: 37% de desconto, ideal para o leitor compromissado</li> </ul>  <h3>Para quem é</h3> <ul>   <li>Quem lê muito e quer um arquivo organizado de resumos</li>   <li>Quem nunca tem tempo de ler livro inteiro</li>   <li>Quem prefere aplicar a só ler</li>   <li>Quem quer um caderno de leitura para a vida toda</li> </ul>","R$ 19,90","1990","monthly","members_area","","leitura_breve_assinatura_mensal"
"subscription","","Assinatura Leitura Breve — Anual (37% off)","Assinatura","Assinatura anual; Coleção completa; Leitura Breve","Acesso a todos os 38 volumes + novos lançamentos. Cobrança anual com desconto.","<h2>Assinatura Leitura Breve</h2> <p>Acesso completo a <strong>todos os 38 volumes</strong> da Coleção Leitura Breve, mais os novos volumes que forem lançados durante a sua assinatura.</p>  <h3>O que você recebe</h3> <ul>   <li><strong>38 resumos editoriais</strong> em PDF (formato A4 minimalista) dos bestsellers que mais venderam no Brasil</li>   <li><strong>Catálogo completo</strong> com fichas e índice navegável</li>   <li><strong>Novos volumes</strong> incluídos automaticamente enquanto a assinatura estiver ativa</li>   <li><strong>Atualizações</strong> dos volumes existentes (versões revisadas)</li> </ul>  <h3>Coleção atual (38 volumes)</h3> <p>Desenvolvimento pessoal · Negócios · Filosofia · Estoicismo · Literatura brasileira · Literatura mundial · Antropologia · História.</p>  <ul>   <li>Hábitos Atômicos · O Alquimista · A Sutil Arte de Ligar o F*da-Se</li>   <li>O Poder do Hábito · Mindset · O Milagre da Manhã</li>   <li>Pai Rico, Pai Pobre · Os 7 Hábitos · Como Fazer Amigos</li>   <li>Babilônia · O Monge e o Executivo · Inteligência Emocional</li>   <li>Rápido e Devagar · 4 Horas por Semana · Mente Milionária</li>   <li>Dom Casmurro · Capitães da Areia · O Pequeno Príncipe</li>   <li>Comece pelo Porquê · A Coragem de Ser Imperfeito · Essencialismo</li>   <li>Antifrágil · A Arte da Guerra · Meditações · 48 Leis do Poder</li>   <li>Oceano Azul · De Zero a Um · Tudo é F*da</li>   <li>Em Busca de Sentido · Vidas Secas · Brás Cubas</li>   <li>A Hora da Estrela · Quarto de Despejo · Cem Anos de Solidão</li>   <li>1984 · Diário de Anne Frank · A Revolução dos Bichos · Sapiens</li> </ul>  <h3>Como funciona</h3> <ul>   <li>Acesso imediato após a confirmação do pagamento</li>   <li>Cobrança recorrente automática (cartão de crédito)</li>   <li>Cancele a qualquer momento, sem multa</li>   <li>Versão mensal: ideal para experimentar</li>   <li>Versão anual: 37% de desconto, ideal para o leitor compromissado</li> </ul>  <h3>Para quem é</h3> <ul>   <li>Quem lê muito e quer um arquivo organizado de resumos</li>   <li>Quem nunca tem tempo de ler livro inteiro</li>   <li>Quem prefere aplicar a só ler</li>   <li>Quem quer um caderno de leitura para a vida toda</li> </ul>","R$ 149,00","14900","yearly","members_area","","leitura_breve_assinatura_anual"
